InvoiceNo,CustomerID,ProductID,Category,Country,InvoiceDate,Quantity,UnitPrice,DiscountPercent,LineTotal,PaymentMethod,CustomerAge,MembershipLevel
INV11252,1230,224,Books,Spain,2024-09-01,7,16.95,0,118.65,Bank Transfer,64,Silver
INV11253,1085,230,Electronics,France,2024-12-02,9,46.05,10,373.0,Cash,39,Gold
INV11254,1473,280,Electronics,Spain,2024-02-08,2,69.41,5,131.88,Bank Transfer,44,Platinum
INV11255,1125,382,Electronics,UK,2024-06-11,9,45.33,10,367.17,Card,61,Platinum
INV11256,1811,222,Home,Spain,2024-06-21,0,60.34,0,0.0,Card,55,Gold
INV11257,1536,231,Fashion,Germany,2024-03-06,5,17.51,20,70.04,PayPal,37,Gold
INV11258,1144,389,Home,UK,2024-09-15,8,91.51,5,695.48,PayPal,62,Standard
INV11259,1524,273,Fashion,Germany,2024-10-06,3,3.82,10,10.31,Cash,67,Gold
INV11260,1211,209,Fashion,Spain,2024-09-18,5,51.1,5,242.72,PayPal,41,Platinum
INV11261,1024,399,Electronics,UK,2024-09-19,-1,67.88,10,-61.09,Cash,64,Standard
INV11262,1579,253,Sports,France,2024-06-24,2,54.13,0,108.26,PayPal,64,Standard
INV11263,1393,251,Fashion,UK,2024-09-08,7,70.51,5,468.89,Card,25,Silver
INV11264,1066,347,Books,UK,2024-11-25,4,64.88,5,246.54,Bank Transfer,68,Silver
INV11265,1232,359,Electronics,France,2024-02-13,1,27.73,0,27.73,Bank Transfer,31,Silver
INV11266,1108,313,Home,Germany,2024-03-23,8,58.73,20,375.87,Cash,56,Gold
INV11267,1145,213,Sports,Spain,2024-05-09,8,17.67,20,113.09,Bank Transfer,31,Standard
INV11268,1110,377,Fashion,Germany,2024-10-05,9,8.74,15,66.86,Bank Transfer,22,Gold
INV11269,1227,355,Sports,UK,2024-01-03,-2,9.32,15,-15.84,PayPal,64,Standard
INV11270,1110,309,Electronics,France,2024-08-28,7,47.31,10,298.05,Card,38,Platinum
INV11271,1469,252,Fashion,France,2024-07-31,0,44.99,20,0.0,Bank Transfer,32,Gold
INV11272,1033,351,Sports,Germany,2024-08-22,7,56.1,15,333.79,Card,53,Standard
INV11273,1622,278,Books,Spain,2024-02-21,-2,81.29,0,-162.58,PayPal,50,Silver
INV11274,1775,221,Sports,UK,2024-08-25,5,80.41,20,321.64,PayPal,34,Silver
INV11275,1935,229,Electronics,UK,2024-08-17,7,51.0,5,339.15,Bank Transfer,37,Platinum
INV11276,1368,390,Books,France,2024-12-06,5,16.39,5,77.85,Bank Transfer,18,Gold
INV11277,1747,203,Electronics,Germany,2024-10-26,0,28.64,15,0.0,PayPal,33,Standard
INV11278,1594,258,Books,France,2024-09-08,7,71.98,20,403.09,PayPal,62,Silver
INV11279,1553,207,Sports,Spain,2024-09-24,5,56.36,5,267.71,Cash,35,Standard
INV11280,1424,211,Books,France,2024-10-01,8,75.32,15,512.18,Cash,27,Gold
INV11281,1612,318,Books,UK,2024-09-11,-1,73.21,10,-65.89,Card,40,Silver
INV11282,1517,358,Sports,Spain,2024-08-10,0,64.51,15,0.0,PayPal,35,Platinum
INV11283,1691,233,Books,UK,2024-07-17,6,83.52,5,476.06,Card,66,Platinum
INV11284,1281,281,Fashion,Germany,2024-05-01,9,35.83,15,274.1,PayPal,26,Gold
INV11285,1319,297,Home,France,2024-11-13,9,58.37,15,446.53,Card,63,Gold
INV11286,1737,326,Electronics,UK,2024-07-19,-2,8.85,0,-17.7,Cash,47,Standard
INV11287,1442,274,Electronics,Germany,2024-11-17,8,16.4,15,111.52,PayPal,30,Platinum
INV11288,1951,304,Sports,Germany,2024-12-20,8,23.03,20,147.39,PayPal,69,Gold
INV11289,1314,248,Fashion,UK,2024-04-26,5,77.07,10,346.82,Card,69,Gold
INV11290,1876,278,Sports,UK,2024-12-21,8,68.77,5,522.65,Card,48,Platinum
INV11291,1965,384,Fashion,Spain,2024-04-18,-2,90.79,0,-181.58,Bank Transfer,63,Standard
INV11292,1740,292,Electronics,Spain,2024-01-27,6,55.15,15,281.26,Bank Transfer,60,Standard
INV11293,1376,353,Electronics,UK,2024-12-05,5,51.21,0,256.05,Cash,30,Platinum
INV11294,1288,217,Sports,France,2024-11-11,-1,5.74,0,-5.74,PayPal,49,Platinum
INV11295,1436,295,Home,Spain,2024-11-16,-2,93.54,20,-149.66,PayPal,34,Platinum
INV11296,1661,237,Fashion,France,2024-08-04,6,21.6,15,110.16,Card,20,Platinum
INV11297,1276,286,Fashion,UK,2024-07-14,1,44.06,10,39.65,Cash,18,Platinum
INV11298,1709,287,Fashion,Spain,2024-08-11,-1,54.29,15,-46.15,PayPal,22,Gold
INV11299,1581,249,Sports,UK,2024-03-07,8,30.75,20,196.8,Cash,49,Silver
INV11300,1502,207,Books,France,2024-09-02,7,37.71,15,224.37,Bank Transfer,42,Platinum
INV11301,1623,368,Fashion,France,2024-06-20,0,98.04,10,0.0,Card,62,Silver
INV11302,1515,333,Sports,UK,2024-01-05,6,77.57,5,442.15,PayPal,22,Standard
INV11303,1349,268,Books,UK,2024-03-26,7,91.81,15,546.27,Card,54,Gold
INV11304,1842,371,Fashion,UK,2024-03-03,0,79.15,15,0.0,Bank Transfer,40,Silver
INV11305,1445,320,Electronics,UK,2024-05-07,9,79.42,20,571.82,Cash,29,Standard
INV11306,1829,263,Sports,Germany,2024-12-07,4,59.93,5,227.73,Cash,51,Standard
INV11307,1349,356,Fashion,Spain,2024-05-06,7,7.46,20,41.78,Bank Transfer,40,Standard
INV11308,1606,355,Electronics,UK,2024-09-18,4,17.18,20,54.98,Bank Transfer,33,Platinum
INV11309,1663,338,Books,France,2024-02-06,1,97.88,0,97.88,PayPal,66,Gold
INV11310,1822,320,Home,Spain,2024-01-18,5,5.38,20,21.52,PayPal,22,Standard
INV11311,1136,264,Sports,UK,2024-08-02,6,27.81,5,158.52,PayPal,61,Platinum
INV11312,1758,306,Electronics,Spain,2024-07-12,6,43.0,10,232.2,PayPal,64,Silver
INV11313,1898,346,Home,Spain,2024-05-20,-2,82.58,20,-132.13,PayPal,45,Gold
INV11314,1242,336,Sports,France,2024-09-30,7,29.34,20,164.3,Cash,23,Silver
INV11315,1542,354,Books,France,2024-08-08,8,72.45,15,492.66,PayPal,30,Silver
INV11316,1039,361,Books,UK,2024-06-12,6,23.58,0,141.48,Bank Transfer,60,Platinum
INV11317,1228,371,Sports,UK,2024-05-01,6,38.55,10,208.17,Bank Transfer,47,Silver
INV11318,1547,395,Fashion,UK,2024-11-05,6,35.67,10,192.62,PayPal,43,Gold
INV11319,1919,299,Electronics,Spain,2024-06-14,1,18.51,15,15.73,Bank Transfer,34,Silver
INV11320,1222,281,Fashion,France,2024-03-18,5,61.43,0,307.15,Card,26,Platinum
INV11321,1005,342,Home,Germany,2024-10-30,3,94.89,15,241.97,Cash,33,Standard
INV11322,1321,250,Books,UK,2024-07-04,2,4.01,0,8.02,Cash,66,Platinum
INV11323,1467,340,Fashion,Germany,2024-01-01,8,11.0,15,74.8,PayPal,69,Standard
INV11324,1731,282,Sports,UK,2024-06-09,6,78.09,15,398.26,Card,35,Silver
INV11325,1074,376,Fashion,France,2024-02-14,4,24.29,15,82.59,PayPal,30,Standard
INV11326,1003,397,Sports,UK,2024-10-14,4,82.75,0,331.0,PayPal,46,Platinum
INV11327,1846,311,Sports,Germany,2024-11-07,5,84.03,20,336.12,Bank Transfer,60,Platinum
INV11328,1645,255,Sports,France,2024-09-05,2,15.21,5,28.9,Cash,62,Gold
INV11329,1117,378,Sports,France,2024-04-01,7,53.97,5,358.9,Card,41,Gold
INV11330,1880,364,Fashion,UK,2024-10-23,5,36.25,5,172.19,Bank Transfer,62,Standard
INV11331,1605,344,Electronics,Germany,2024-05-13,1,97.81,5,92.92,Cash,61,Standard
INV11332,1503,385,Sports,UK,2024-11-12,7,55.9,15,332.6,Cash,63,Gold
INV11333,1997,356,Home,Germany,2024-01-15,2,35.01,5,66.52,PayPal,30,Silver
INV11334,1946,360,Fashion,Germany,2024-06-10,4,75.51,15,256.73,Card,42,Gold
INV11335,1573,259,Sports,Spain,2024-12-05,2,40.49,10,72.88,PayPal,58,Silver
INV11336,1440,319,Home,France,2024-06-24,4,32.58,0,130.32,Bank Transfer,63,Standard
INV11337,1193,382,Home,France,2024-05-24,0,33.83,0,0.0,PayPal,18,Standard
INV11338,1846,337,Electronics,UK,2024-01-14,7,49.54,15,294.76,PayPal,26,Platinum
INV11339,1714,374,Books,UK,2024-12-25,5,71.4,0,357.0,Cash,21,Platinum
INV11340,1391,222,Fashion,UK,2024-01-14,4,38.62,15,131.31,Cash,45,Silver
INV11341,1025,348,Electronics,Germany,2024-02-13,8,48.71,0,389.68,Bank Transfer,29,Silver
INV11342,1434,212,Sports,UK,2024-10-28,1,76.43,10,68.79,Cash,41,Gold
INV11343,1172,300,Books,UK,2024-04-19,8,5.15,10,37.08,Cash,63,Silver
INV11344,1299,360,Fashion,Germany,2024-12-26,7,19.35,15,115.13,Cash,26,Standard
INV11345,1644,223,Books,UK,2024-11-15,4,58.78,0,235.12,PayPal,52,Standard
INV11346,1325,307,Fashion,Spain,2024-03-23,-1,89.72,0,-89.72,Card,55,Standard
INV11347,1409,210,Books,Spain,2024-10-20,8,32.5,15,221.0,Bank Transfer,52,Platinum
INV11348,1117,216,Fashion,Germany,2024-11-23,-2,15.8,10,-28.44,PayPal,50,Silver
INV11349,1835,395,Home,Germany,2024-08-07,8,62.7,20,401.28,Bank Transfer,52,Silver
INV11350,1786,374,Sports,Germany,2024-05-12,0,98.55,20,0.0,PayPal,63,Platinum
INV11351,1723,224,Fashion,France,2024-04-18,4,42.17,15,143.38,Bank Transfer,37,Platinum
INV11352,1224,293,Books,UK,2024-05-25,3,53.62,0,160.86,Cash,19,Platinum
INV11353,1531,220,Home,Germany,2024-06-21,9,13.9,5,118.84,Bank Transfer,61,Standard
INV11354,1112,283,Fashion,Germany,2024-10-29,3,87.98,15,224.35,Card,43,Silver
INV11355,1139,339,Fashion,France,2024-01-06,4,93.76,20,300.03,Bank Transfer,59,Gold
INV11356,1558,236,Fashion,Germany,2024-09-19,1,98.33,15,83.58,Card,30,Gold
INV11357,1000,241,Fashion,Spain,2024-11-11,0,27.41,5,0.0,Bank Transfer,47,Silver
INV11358,1089,344,Fashion,Spain,2024-07-26,5,50.71,0,253.55,Cash,69,Silver
INV11359,1653,300,Sports,UK,2024-10-09,5,32.62,15,138.64,Bank Transfer,49,Platinum
INV11360,1319,247,Electronics,UK,2024-02-18,1,39.52,5,37.54,PayPal,53,Platinum
INV11361,1549,302,Fashion,Spain,2024-11-08,1,18.48,15,15.71,Cash,36,Standard
INV11362,1804,227,Electronics,Germany,2024-03-07,3,49.29,15,125.69,Cash,39,Platinum
INV11363,1893,240,Books,Germany,2024-08-09,-1,18.43,0,-18.43,PayPal,18,Silver
INV11364,1138,298,Fashion,Germany,2024-08-28,4,4.38,0,17.52,Cash,28,Standard
INV11365,1510,246,Books,Spain,2024-01-27,-1,75.21,10,-67.69,Cash,43,Gold
INV11366,1867,345,Books,France,2024-07-02,-1,26.44,10,-23.8,PayPal,65,Silver
INV11367,1844,304,Sports,Spain,2024-03-11,-1,84.98,0,-84.98,Cash,36,Gold
INV11368,1258,323,Sports,UK,2024-09-16,-1,24.77,0,-24.77,Cash,36,Silver
INV11369,1672,398,Fashion,UK,2024-05-15,6,13.68,15,69.77,Cash,29,Silver
INV11370,1901,212,Books,Spain,2024-03-18,4,87.04,20,278.53,Cash,20,Standard
INV11371,1689,340,Sports,Spain,2024-10-03,9,89.04,0,801.36,Bank Transfer,35,Standard
INV11372,1009,299,Sports,Spain,2024-03-12,-1,19.39,20,-15.51,Cash,66,Platinum
INV11373,1260,230,Home,UK,2024-07-19,9,42.87,15,327.96,Cash,22,Silver
INV11374,1918,329,Fashion,Spain,2024-03-23,6,46.63,20,223.82,Cash,65,Silver
INV11375,1649,215,Sports,Germany,2024-11-17,3,91.72,0,275.16,Bank Transfer,41,Standard
INV11376,1171,336,Home,UK,2024-07-16,5,46.85,5,222.54,Card,31,Gold
INV11377,1897,272,Fashion,Germany,2024-04-13,0,8.35,5,0.0,Cash,68,Platinum
INV11378,1012,365,Fashion,Spain,2024-09-29,3,73.3,10,197.91,Card,55,Silver
INV11379,1167,253,Home,Germany,2024-02-16,4,89.32,15,303.69,Card,20,Standard
INV11380,1641,383,Electronics,UK,2024-05-25,1,3.32,0,3.32,PayPal,23,Silver
INV11381,1595,299,Fashion,Spain,2024-10-30,2,31.52,15,53.58,PayPal,29,Standard
INV11382,1320,308,Books,UK,2024-06-03,2,93.07,20,148.91,Card,69,Platinum
INV11383,1318,286,Home,Germany,2024-04-08,0,25.99,5,0.0,Bank Transfer,28,Gold
INV11384,1612,372,Books,Spain,2024-06-17,5,31.93,5,151.67,Cash,56,Silver
INV11385,1328,361,Books,Spain,2024-02-18,5,79.28,20,317.12,Cash,43,Silver
INV11386,1784,336,Books,France,2024-06-05,3,68.73,5,195.88,Cash,18,Platinum
INV11387,1776,207,Electronics,UK,2024-04-23,3,51.23,15,130.64,PayPal,33,Gold
INV11388,1970,206,Books,UK,2024-09-20,4,29.73,20,95.14,PayPal,65,Silver
INV11389,1910,235,Electronics,UK,2024-09-07,3,63.84,5,181.94,Cash,66,Platinum
INV11390,1919,217,Sports,Spain,2024-07-31,-1,20.99,15,-17.84,Card,64,Silver
INV11391,1549,202,Home,France,2024-10-27,2,59.74,10,107.53,PayPal,26,Silver
INV11392,1418,227,Electronics,UK,2024-10-09,9,77.76,5,664.85,Cash,22,Platinum
INV11393,1605,269,Sports,Germany,2024-02-05,4,55.52,20,177.66,Card,69,Platinum
INV11394,1094,371,Sports,France,2024-06-03,0,28.14,0,0.0,Cash,25,Standard
INV11395,1816,348,Books,UK,2024-10-06,6,3.95,5,22.52,PayPal,38,Standard
INV11396,1580,227,Sports,UK,2024-09-03,2,79.71,5,151.45,Bank Transfer,50,Silver
INV11397,1317,253,Home,UK,2024-12-21,5,89.66,10,403.47,Bank Transfer,56,Platinum
INV11398,1955,381,Electronics,Germany,2024-11-21,4,52.42,20,167.74,PayPal,60,Gold
INV11399,1235,264,Electronics,France,2024-09-06,1,6.11,20,4.89,Card,37,Gold
INV11400,1945,299,Home,France,2024-12-04,9,46.23,15,353.66,Cash,62,Silver
INV11401,1333,220,Home,Spain,2024-10-08,2,72.47,0,144.94,PayPal,39,Standard
INV11402,1884,212,Books,UK,2024-12-13,8,63.13,5,479.79,Card,30,Platinum
INV11403,1375,256,Fashion,Spain,2024-03-17,7,99.71,0,697.97,Cash,56,Platinum
INV11404,1458,248,Sports,France,2024-07-24,-2,12.6,20,-20.16,Cash,28,Standard
INV11405,1136,317,Books,Germany,2024-09-24,3,7.82,10,21.11,PayPal,35,Platinum
INV11406,1929,253,Sports,UK,2024-01-28,3,49.44,10,133.49,Cash,47,Silver
INV11407,1587,337,Home,France,2024-09-06,9,6.46,10,52.33,Bank Transfer,50,Platinum
INV11408,1994,252,Fashion,Germany,2024-12-16,-1,71.92,0,-71.92,Bank Transfer,61,Platinum
INV11409,1546,243,Electronics,UK,2024-07-31,7,42.9,5,285.29,Cash,20,Standard
INV11410,1512,246,Fashion,Spain,2024-04-17,-2,40.16,10,-72.29,PayPal,18,Standard
INV11411,1295,252,Books,UK,2024-03-18,2,71.15,20,113.84,Cash,53,Gold
INV11412,1319,273,Fashion,France,2024-07-11,-2,79.08,15,-134.44,PayPal,23,Silver
INV11413,1917,245,Fashion,France,2024-11-11,6,50.15,20,240.72,PayPal,54,Standard
INV11414,1571,212,Home,Germany,2024-04-17,7,36.67,5,243.86,Bank Transfer,46,Standard
INV11415,1831,364,Sports,Germany,2024-06-06,6,26.51,15,135.2,Bank Transfer,28,Standard
INV11416,1348,301,Electronics,France,2024-06-12,3,74.47,0,223.41,Card,69,Platinum
INV11417,1839,223,Fashion,Spain,2024-03-08,-2,44.59,5,-84.72,PayPal,30,Silver
INV11418,1778,201,Electronics,Spain,2024-01-25,-2,69.54,10,-125.17,Cash,28,Silver
INV11419,1872,280,Sports,Germany,2024-04-29,0,63.02,5,0.0,PayPal,55,Platinum
INV11420,1228,299,Electronics,France,2024-02-07,0,95.85,0,0.0,Bank Transfer,68,Platinum
INV11421,1269,341,Sports,UK,2024-04-01,7,82.22,15,489.21,PayPal,42,Standard
INV11422,1827,337,Home,Germany,2024-02-16,-2,56.38,15,-95.85,Card,32,Gold
INV11423,1797,362,Sports,France,2024-04-24,0,19.48,20,0.0,Cash,30,Gold
INV11424,1290,352,Fashion,Spain,2024-08-01,9,6.86,10,55.57,PayPal,59,Silver
INV11425,1724,330,Books,UK,2024-07-31,6,35.95,10,194.13,Cash,50,Gold
INV11426,1164,310,Electronics,UK,2024-05-28,9,57.77,20,415.94,Cash,30,Standard
INV11427,1004,301,Fashion,Germany,2024-06-17,5,95.0,5,451.25,Bank Transfer,55,Platinum
INV11428,1850,216,Sports,UK,2024-08-28,6,65.48,0,392.88,PayPal,41,Silver
INV11429,1378,211,Sports,France,2024-02-12,-1,40.75,5,-38.71,Cash,37,Silver
INV11430,1077,381,Sports,UK,2024-04-18,-1,19.32,0,-19.32,Bank Transfer,61,Platinum
INV11431,1409,315,Sports,UK,2024-01-28,-2,30.29,15,-51.49,Card,34,Gold
INV11432,1573,223,Home,France,2024-12-24,7,17.41,15,103.59,Card,67,Silver
INV11433,1131,228,Books,UK,2024-09-10,3,49.02,5,139.71,PayPal,41,Platinum
INV11434,1600,370,Home,Germany,2024-04-23,3,35.92,10,96.98,Cash,43,Platinum
INV11435,1748,352,Home,UK,2024-12-01,1,84.1,15,71.48,PayPal,57,Gold
INV11436,1041,321,Fashion,France,2024-01-26,6,67.69,20,324.91,Cash,49,Gold
INV11437,1088,387,Fashion,France,2024-02-28,8,16.13,20,103.23,Bank Transfer,46,Standard
INV11438,1401,289,Home,UK,2024-04-29,3,97.34,10,262.82,Card,31,Gold
INV11439,1295,264,Sports,Germany,2024-04-18,6,6.73,5,38.36,Card,54,Gold
INV11440,1839,283,Fashion,France,2024-11-28,4,90.48,5,343.82,Card,39,Platinum
INV11441,1294,318,Books,UK,2024-07-09,3,38.29,0,114.87,Card,51,Silver
INV11442,1615,355,Home,Germany,2024-04-20,2,53.47,0,106.94,PayPal,44,Platinum
INV11443,1525,215,Fashion,France,2024-02-19,5,37.33,10,167.98,Cash,45,Standard
INV11444,1799,374,Home,France,2024-03-21,5,68.9,10,310.05,PayPal,39,Platinum
INV11445,1690,303,Sports,UK,2024-05-26,3,6.9,10,18.63,Bank Transfer,60,Standard
INV11446,1636,291,Home,UK,2024-04-03,-2,70.08,20,-112.13,Card,20,Gold
INV11447,1421,385,Fashion,Spain,2024-02-11,-2,85.18,5,-161.84,Cash,39,Silver
INV11448,1864,226,Sports,UK,2024-07-30,7,15.83,10,99.73,PayPal,65,Silver
INV11449,1022,380,Fashion,Spain,2024-04-07,2,71.67,10,129.01,Cash,38,Platinum
INV11450,1574,369,Electronics,Spain,2024-08-30,3,31.21,10,84.27,PayPal,33,Silver
INV11451,1142,386,Electronics,Spain,2024-08-20,3,74.43,15,189.8,Cash,26,Standard
INV11452,1992,374,Fashion,UK,2024-03-03,4,64.68,0,258.72,Cash,30,Standard
INV11453,1664,361,Electronics,UK,2024-01-09,6,78.47,0,470.82,Card,27,Gold
INV11454,1144,364,Fashion,Spain,2024-10-22,9,86.41,20,622.15,PayPal,66,Platinum
INV11455,1224,333,Home,UK,2024-11-15,3,99.23,15,253.04,Bank Transfer,38,Gold
INV11456,1502,334,Home,UK,2024-01-30,-1,86.75,15,-73.74,Cash,66,Silver
INV11457,1961,352,Fashion,Spain,2024-10-11,2,6.23,15,10.59,Bank Transfer,59,Gold
INV11458,1973,232,Electronics,Germany,2024-05-25,3,43.93,0,131.79,Card,57,Silver
INV11459,1820,254,Sports,Germany,2024-08-31,6,60.03,15,306.15,Bank Transfer,24,Standard
INV11460,1615,385,Fashion,Germany,2024-09-11,-2,77.19,0,-154.38,Cash,63,Platinum
INV11461,1103,206,Books,Germany,2024-11-13,2,86.81,10,156.26,Cash,39,Platinum
INV11462,1946,256,Sports,Germany,2024-01-27,4,59.17,15,201.18,Cash,35,Gold
INV11463,1038,325,Sports,Spain,2024-08-14,-1,3.96,5,-3.76,PayPal,38,Silver
INV11464,1946,211,Electronics,UK,2024-07-09,7,94.21,20,527.58,Bank Transfer,68,Standard
INV11465,1197,215,Fashion,France,2024-09-07,3,59.85,5,170.57,PayPal,67,Silver
INV11466,1645,242,Books,Spain,2024-10-28,3,20.82,15,53.09,Cash,31,Gold
INV11467,1578,316,Sports,Germany,2024-06-09,8,97.7,15,664.36,Cash,27,Silver
INV11468,1390,334,Fashion,UK,2024-02-21,9,99.1,0,891.9,Card,50,Standard
INV11469,1178,310,Books,France,2024-12-20,2,33.53,0,67.06,Card,26,Gold
INV11470,1967,250,Home,UK,2024-07-04,9,88.03,15,673.43,Cash,35,Standard
INV11471,1553,359,Home,France,2024-08-07,6,50.56,20,242.69,PayPal,30,Gold
INV11472,1447,274,Sports,Spain,2024-07-11,1,68.65,5,65.22,PayPal,34,Platinum
INV11473,1499,207,Home,UK,2024-12-16,-1,41.57,5,-39.49,Cash,40,Silver
INV11474,1014,399,Home,Germany,2024-04-10,3,75.34,20,180.82,Bank Transfer,42,Standard
INV11475,1622,244,Electronics,Spain,2024-01-28,2,40.18,15,68.31,PayPal,33,Standard
INV11476,1668,258,Electronics,Germany,2024-07-14,1,91.3,5,86.74,Cash,41,Silver
INV11477,1288,331,Fashion,UK,2024-12-07,4,12.76,15,43.38,Card,48,Standard
INV11478,1477,303,Fashion,Spain,2024-06-22,3,7.45,15,19.0,Cash,28,Standard
INV11479,1230,394,Sports,Spain,2024-09-05,2,31.83,5,60.48,PayPal,40,Standard
INV11480,1922,356,Sports,Germany,2024-02-12,6,93.35,0,560.1,Cash,58,Platinum
INV11481,1419,356,Electronics,Spain,2024-01-28,-2,43.11,0,-86.22,Bank Transfer,56,Standard
INV11482,1156,297,Sports,Germany,2024-12-10,3,9.27,0,27.81,Bank Transfer,39,Platinum
INV11483,1549,355,Fashion,Germany,2024-05-02,-1,98.4,10,-88.56,PayPal,50,Silver
INV11484,1440,278,Books,Germany,2024-06-28,7,84.75,15,504.26,Cash,58,Platinum
INV11485,1096,323,Fashion,UK,2024-08-05,9,44.35,5,379.19,Bank Transfer,59,Standard
INV11486,1996,371,Books,France,2024-09-14,7,72.05,0,504.35,Bank Transfer,65,Standard
INV11487,1410,203,Electronics,France,2024-01-23,8,15.64,5,118.86,Card,35,Standard
INV11488,1950,289,Books,UK,2024-03-24,4,91.07,10,327.85,PayPal,31,Platinum
INV11489,1288,303,Home,Germany,2024-03-24,4,3.37,15,11.46,Card,45,Gold
INV11490,1253,336,Electronics,Germany,2024-12-24,9,20.44,0,183.96,Card,28,Gold
INV11491,1195,318,Fashion,France,2024-09-20,5,73.7,0,368.5,Bank Transfer,41,Silver
INV11492,1597,332,Sports,France,2024-09-14,-2,84.98,15,-144.47,Cash,53,Silver
INV11493,1833,255,Books,Spain,2024-09-24,-1,24.01,20,-19.21,Card,36,Silver
INV11494,1521,295,Sports,France,2024-02-05,9,74.97,0,674.73,PayPal,30,Standard
INV11495,1516,377,Books,Germany,2024-12-24,-1,6.88,0,-6.88,PayPal,50,Gold
INV11496,1634,274,Home,UK,2024-08-17,-1,73.33,5,-69.66,Cash,36,Gold
INV11497,1841,342,Electronics,Spain,2024-08-26,-1,76.68,5,-72.85,PayPal,64,Silver
INV11498,1864,231,Fashion,UK,2024-10-02,-1,68.52,0,-68.52,Card,69,Gold
INV11499,1117,227,Books,Spain,2024-02-09,7,28.25,5,187.86,Cash,49,Silver
INV11500,1805,221,Electronics,Spain,2024-12-19,-2,19.35,15,-32.9,PayPal,32,Standard
INV11501,1908,216,Electronics,UK,2024-09-25,9,16.24,5,138.85,PayPal,28,Gold
INV11502,1158,258,Electronics,UK,2024-01-13,5,49.67,10,223.52,Card,40,Standard
INV11503,1814,289,Books,Spain,2024-12-04,8,78.16,5,594.02,Card,22,Standard
INV11504,1227,398,Books,UK,2024-09-12,3,87.96,0,263.88,Card,39,Gold
INV11505,1876,305,Fashion,Spain,2024-06-05,3,72.82,5,207.54,Card,59,Platinum
INV11506,1215,384,Books,UK,2024-08-25,-2,75.74,5,-143.91,Cash,35,Silver
INV11507,1947,225,Books,UK,2024-12-26,0,35.23,0,0.0,Cash,24,Gold
INV11508,1695,224,Home,Spain,2024-03-21,5,74.5,0,372.5,Cash,50,Standard
INV11509,1014,337,Fashion,Germany,2024-08-11,-2,13.52,5,-25.69,Bank Transfer,20,Silver
INV11510,1156,244,Books,Germany,2024-07-22,6,50.58,20,242.78,Card,45,Standard
INV11511,1647,282,Sports,UK,2024-10-26,0,22.97,20,0.0,Card,18,Silver
INV11512,1260,210,Books,Germany,2024-01-09,7,50.4,5,335.16,Cash,66,Gold
INV11513,1156,380,Fashion,France,2024-03-13,8,37.35,5,283.86,PayPal,64,Standard
INV11514,1046,399,Books,Germany,2024-11-24,1,89.95,5,85.45,PayPal,54,Silver
INV11515,1323,303,Books,France,2024-11-16,2,71.31,0,142.62,Card,39,Silver
INV11516,1843,267,Books,UK,2024-03-10,7,42.03,15,250.08,Card,65,Gold
INV11517,1684,294,Sports,Germany,2024-04-17,8,94.35,5,717.06,Cash,61,Silver
INV11518,1129,355,Books,Germany,2024-10-07,3,54.86,15,139.89,Card,36,Silver
INV11519,1410,264,Home,Spain,2024-08-10,0,27.1,20,0.0,PayPal,31,Standard
INV11520,1094,248,Fashion,France,2024-01-04,2,21.77,15,37.01,PayPal,20,Gold
INV11521,1626,374,Fashion,UK,2024-03-20,-1,41.98,15,-35.68,Card,36,Gold
INV11522,1754,251,Electronics,Germany,2024-10-27,7,51.61,15,307.08,Cash,50,Standard
INV11523,1931,301,Books,Germany,2024-01-03,6,12.43,10,67.12,Cash,38,Platinum
INV11524,1291,381,Books,Germany,2024-11-23,2,27.03,0,54.06,PayPal,18,Standard
INV11525,1793,387,Electronics,Germany,2024-07-15,-1,41.37,5,-39.3,Cash,43,Standard
INV11526,1810,256,Fashion,France,2024-10-29,3,85.82,5,244.59,PayPal,27,Platinum
INV11527,1282,246,Home,Spain,2024-09-17,-1,50.34,20,-40.27,Card,52,Silver
INV11528,1068,358,Home,Spain,2024-10-04,8,12.25,15,83.3,PayPal,30,Gold
INV11529,1659,373,Electronics,Spain,2024-01-17,-1,47.11,15,-40.04,Card,23,Gold
INV11530,1010,225,Fashion,Germany,2024-03-18,7,10.41,0,72.87,Cash,60,Platinum
INV11531,1253,313,Fashion,Spain,2024-05-14,5,38.12,5,181.07,Bank Transfer,23,Gold
INV11532,1841,204,Books,Germany,2024-03-23,9,74.95,20,539.64,Bank Transfer,52,Platinum
INV11533,1871,283,Books,Germany,2024-01-18,9,41.7,15,319.0,Bank Transfer,33,Silver
INV11534,1549,251,Home,Spain,2024-02-20,0,39.95,15,0.0,PayPal,58,Platinum
INV11535,1133,304,Fashion,UK,2024-07-07,0,65.19,0,0.0,Bank Transfer,25,Gold
INV11536,1711,253,Electronics,UK,2024-08-28,-1,83.78,15,-71.21,PayPal,20,Gold
INV11537,1022,360,Electronics,Germany,2024-08-03,7,23.16,10,145.91,Cash,22,Platinum
INV11538,1814,377,Sports,Spain,2024-09-16,6,54.74,15,279.17,Card,38,Gold
INV11539,1345,365,Books,UK,2024-11-26,2,17.72,20,28.35,Bank Transfer,48,Platinum
INV11540,1301,354,Electronics,Germany,2024-04-24,4,2.56,15,8.7,PayPal,31,Gold
